číselník,číselník_název_cs,číselník_název_en,číselník_položka,číselník_položka_kód,číselník_položka_název_en,číselník_položka_nadřazená
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10000,10000,1. Natural Sciences,
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000,20000,2. Engineering and Technology,
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30000,30000,3. Medical and Health Sciences,
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40000,40000,4. Agricultural and veterinary sciences,
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000,50000,5. Social Sciences,
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60000,60000,6. Humanities and the Arts,
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10100,10100,1.1 Mathematics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10200,10200,1.2 Computer and information sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300,10300,1.3 Physical sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10400,10400,1.4 Chemical sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500,10500,1.5. Earth and related environmental sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600,10600,1.6 Biological sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10700,10700,1.7 Other natural sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20100,20100,2.1 Civil engineering,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20200,20200,"2.2 Electrical engineering, Electronic engineering, Information engineering",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20300,20300,2.3 Mechanical engineering,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20400,20400,2.4 Chemical engineering,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20500,20500,2.5 Materials engineering,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20600,20600,2.6 Medical engineering,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20700,20700,2.7 Environmental engineering,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20800,20800,2.8 Environmental biotechnology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20900,20900,2.9 Industrial biotechnology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/21000,21000,2.10 Nano-technology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/21100,21100,2.11 Other engineering and technologies,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/20000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30100,30100,3.1 Basic medicine,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30200,30200,3.2 Clinical medicine,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300,30300,3.3 Health sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30400,30400,3.4 Medical biotechnology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30500,30500,3.5 Other medical sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40100,40100,"4.1 Agriculture, Forestry, and Fisheries",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40200,40200,4.2 Animal and Dairy science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40300,40300,4.3 Veterinary science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40400,40400,4.4 Agricultural biotechnology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40500,40500,4.5 Other agricultural sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50100,50100,5.1 Psychology and cognitive sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50200,50200,5.2 Economics and Business,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50300,50300,5.3 Education,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50400,50400,5.4 Sociology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50500,50500,5.5 Law,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50600,50600,5.6 Political science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50700,50700,5.7 Social and economic geography,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50800,50800,5.8 Media and communications,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50900,50900,5.9 Other social sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60100,60100,6.1 History and Archaeology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60200,60200,6.2 Languages and Literature,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60300,60300,"6.3 Philosophy, Ethics and Religion",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60400,60400,"6.4 Arts (arts, history of arts, performing arts, music)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60500,60500,6.5 Other Humanities and the Arts,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60000
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10101,10101,Pure mathematics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10102,10102,Applied mathematics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10103,10103,Statistics and probability,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10201,10201,"Computer sciences, information science, bioinformathics (hardware development to be 2.2, social aspect to be 5.8)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10301,10301,"Atomic, molecular and chemical physics (physics of atoms and molecules including collision, interaction with radiation, magnetic resonances, Mössbauer effect)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10302,10302,"Condensed matter physics (including formerly solid state physics, supercond.)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10303,10303,Particles and field physics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10304,10304,Nuclear physics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10305,10305,Fluids and plasma physics (including surface physics),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10306,10306,"Optics (including laser optics and
quantum optics)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10307,10307,Acoustics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10308,10308,"Astronomy (including astrophysics,
space science)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10401,10401,Organic chemistry,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10402,10402,Inorganic and nuclear chemistry,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10403,10403,Physical chemistry,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10404,10404,Polymer science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10405,10405,"Electrochemistry (dry cells, batteries, fuel cells, corrosion metals, electrolysis)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10406,10406,Analytical chemistry,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10501,10501,Hydrology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10502,10502,Oceanography,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10503,10503,Water resources,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10504,10504,Mineralogy,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10505,10505,Geology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10506,10506,Paleontology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10507,10507,Volcanology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10508,10508,Physical geography,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10509,10509,Meteorology and atmospheric sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10510,10510,Climatic research,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10511,10511,Environmental sciences (social aspects to be 5.7),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10601,10601,Cell biology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10602,10602,"Biology (theoretical, mathematical, thermal, cryobiology, biological rhythm), Evolutionary biology",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10603,10603,Genetics and heredity (medical genetics to be 3),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10604,10604,Reproductive biology (medical aspects to be 3),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10605,10605,Developmental biology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10606,10606,Microbiology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10607,10607,Virology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10608,10608,Biochemistry and molecular biology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10609,10609,Biochemical research methods,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/10600
