číselník,číselník_název_cs,číselník_název_en,číselník_položka,číselník_položka_kód,číselník_položka_název_en,číselník_položka_nadřazená
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30224,30224,"Radiology, nuclear medicine and medical imaging",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30225,30225,Allergy,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30226,30226,Rheumatology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30227,30227,Geriatrics and gerontology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30229,30229,Integrative and complementary medicine (alternative practice systems),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30230,30230,Other clinical medicine subjects,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30301,30301,"Social biomedical sciences (includes family planning, sexual health, psycho-oncology, political and social effects of biomedical research)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30302,30302,Epidemiology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30303,30303,Infectious Diseases,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30304,30304,Public and environmental health,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30305,30305,Occupational health,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30306,30306,Sport and fitness sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30307,30307,Nursing,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30308,30308,"Nutrition, Dietetics",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30309,30309,Tropical medicine,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30310,30310,Parasitology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30311,30311,Medical ethics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30312,30312,Substance abuse,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30401,30401,Health-related biotechnology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30402,30402,"Technologies involving the manipulation of cells, tissues, organs or the whole organism (assisted reproduction)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30403,30403,"Technologies involving identifying the functioning of DNA, proteins and enzymes and how they influence the onset of disease and maintenance of well-being (gene-based diagnostics and therapeutic interventions
(pharmacogenomics, gene-based therapeutics)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30404,30404,"Biomaterials (as related to medical implants, devices, sensors)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30405,30405,Medical biotechnology related ethics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30501,30501,Forensic science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30502,30502,Other medical science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/30500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40101,40101,Agriculture,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40102,40102,Forestry,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40103,40103,Fishery,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40104,40104,Soil science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40105,40105,"Horticulture, viticulture",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40106,40106,"Agronomy, plant breeding and plant protection; (Agricultural biotechnology to be 4.4)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40201,40201,Animal and dairy science; (Animal biotechnology to be 4.4),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40202,40202,Pets,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40203,40203,Husbandry,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40301,40301,Veterinary science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40401,40401,Agricultural biotechnology and food biotechnology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40402,40402,"GM technology (crops and livestock), livestock cloning, marker assisted selection, diagnostics (DNA chips and biosensing devices for the early/accurate detection of diseases) biomass feedstock production technologies, biopharming",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40403,40403,Agricultural biotechnology related ethics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/40400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50101,50101,Psychology (including human - machine relations),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50102,50102,"Psychology, special (including therapy for learning, speech, hearing, visual and other physical and mental disabilities);",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50103,50103,Cognitive sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50201,50201,Economic Theory,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50202,50202,"Applied Economics, Econometrics",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50203,50203,Industrial relations,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50204,50204,Business and management,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50205,50205,Accounting,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50206,50206,Finance,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50301,50301,"Education, general; including training, pedagogy, didactics [and education systems]",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50302,50302,"Education, special (to gifted persons, those with learning disabilities)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50401,50401,Sociology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50402,50402,Demography,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50403,50403,Social topics (Women´s and gender studies; Social issues; Family studies; Social work),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50404,50404,"Antropology, ethnology",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50501,50501,Law,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50502,50502,"Criminology, penology",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50500
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50601,50601,Political science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50602,50602,Public administration,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50603,50603,Organisation theory,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50600
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50701,50701,Cultural and economic geography,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50700
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50702,50702,Urban studies (planning and development),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50700
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50703,50703,Transport planning and social aspects of transport (transport engineering to be 2.1),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50700
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50704,50704,Environmental sciences (social aspects),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50700
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50801,50801,Journalism,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50800
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50802,50802,Media and socio-cultural communication,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50800
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50803,50803,Information science (social aspects),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50800
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50804,50804,Library science,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50800
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50901,50901,Other social sciences,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50900
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50902,50902,"Social sciences, interdisciplinary",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/50900
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60101,60101,"History (history of science and technology to be 6.3, history of specific sciences to be under the respective headings)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60102,60102,Archaeology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60100
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60201,60201,General language studies,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60202,60202,Specific languages,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60203,60203,Linguistics,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60204,60204,General literature studies,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60205,60205,Literary theory,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60206,60206,Specific literatures,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60200
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60301,60301,"Philosophy, History and Philosophy of science and technology",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60302,60302,Ethics (except ethics related to specific subfields),https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60303,60303,Theology,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60304,60304,Religious studies,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60300
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60401,60401,"Arts, Art history",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60402,60402,Architectural design,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60403,60403,"Performing arts studies (Musicology, Theater science, Dramaturgy)",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60404,60404,Folklore studies,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60400
https://data.mff.cuni.cz/zdroj/číselníky/ford,Kódy oborů OECD FORD - Frascati manual,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60405,60405,"Studies on Film, Radio and Television",https://data.mff.cuni.cz/zdroj/číselníky/ford/položky/60400
