číselník,číselník_název_cs,číselník_název_en,číselník_položka,číselník_položka_kód,číselník_položka_název_cs,číselník_položka_nadřazená
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/EB,EB,Genetika a molekulární biologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/E
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/EC,EC,Imunologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/E
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/ED,ED,Fyziologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/E
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/EE,EE,"Mikrobiologie, virologie",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/E
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/EF,EF,Botanika,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/E
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/EG,EG,Zoologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/E
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/EH,EH,Ekologie – společenstva,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/E
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/EI,EI,Biotechnologie a bionika,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/E
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FA,FA,Kardiovaskulární nemoci včetně kardiochirurgie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FB,FB,"Endokrinologie, diabetologie, metabolismus, výživa",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FC,FC,Pneumologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FD,FD,Onkologie a hematologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FE,FE,Ostatní obory vnitřního lékařství,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FF,FF,"ORL, oftalmologie, stomatologie",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FG,FG,Pediatrie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FH,FH,"Neurologie, neurochirurgie, neurovědy",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FI,FI,Traumatologie a ortopedie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FJ,FJ,Chirurgie včetně transplantologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FK,FK,Gynekologie a porodnictví,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FL,FL,"Psychiatrie, sexuologie",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FM,FM,Hygiena,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FN,FN,"Epidemiologie, infekční nemoci a klinická imunologie",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FO,FO,Dermatovenerologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FP,FP,Ostatní lékařské obory,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FQ,FQ,"Veřejné zdravotnictví, sociální lékařství",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FR,FR,Farmakologie a lékárnická chemie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/FS,FS,"Lékařská zařízení, přístroje a vybavení",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/F
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GA,GA,Zemědělská ekonomie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GB,GB,Zemědělské stroje a stavby,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GC,GC,"Pěstování rostlin, osevní postupy",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GD,GD,"Hnojení, závlahy, zpracování půdy",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GE,GE,Šlechtění rostlin,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GF,GF,"Choroby, škůdci, plevely a ochrana rostlin",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GG,GG,Chov hospodářských zvířat,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GH,GH,Výživa hospodářských zvířat,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GI,GI,Šlechtění a plemenářství hospodářských zvířat,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GJ,GJ,"Choroby a škůdci zvířat, veterinární medicina",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GK,GK,Lesnictví,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GL,GL,Rybářství,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/GM,GM,Potravinářství,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/G
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/IN,IN,Informatika,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/I
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JA,JA,"Elektronika a optoelektronika, elektrotechnika",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JB,JB,"Senzory, čidla, měření a regulace",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JC,JC,Počítačový hardware a software,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JD,JD,"Využití počítačů, robotika a její aplikace",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JE,JE,"Nejaderná energetika, spotřeba a užití energie",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JF,JF,Jaderná energetika,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JG,JG,"Hutnictví, kovové materiály",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JH,JH,"Keramika, žáruvzdorné materiály a skla",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JI,JI,Kompositní materiály,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JJ,JJ,Ostatní materiály,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JK,JK,Koroze a povrchové úpravy materiálu,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JL,JL,Únava materiálu a lomová mechanika,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JM,JM,Inženýrské stavitelství,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JN,JN,Stavebnictví,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JO,JO,Pozemní dopravní systémy a zařízení,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JP,JP,Průmyslové procesy a zpracování,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JQ,JQ,Strojní zařízení a nástroje,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JR,JR,Ostatní strojírenství,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JS,JS,"Řízení spolehlivosti a kvality, zkušebnictví",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JT,JT,"Pohon, motory a paliva",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JU,JU,"Aeronautika, aerodynamika, letadla",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JV,JV,Kosmické technologie,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JW,JW,"Navigace, spojení, detekce a protiopatření",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JY,JY,"Střelné zbraně, munice, výbušniny, bojová vozidla",https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/J
https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,Research fields classification,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/KA,KA,Vojenství,https://data.mff.cuni.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/K
